ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAEDAAECAQAAAAAAAECPQA==
ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	jp.rafaelzig.rafka.pubsub.Publisher	publisher	1609142004263	 	3.2.1
USER	publish	7722	END	1609142080152	1609142080358
USER	publish	7764	START	1609142080363	1609142080363
USER	publish	7765	START	1609142080363	1609142080363
REQUEST	7729		/message/publish	1609142080181	1609142080366	OK	 
USER	publish	7729	END	1609142080181	1609142080366
REQUEST	7738		/message/publish	1609142080233	1609142080369	OK	 
USER	publish	7738	END	1609142080232	1609142080369
USER	publish	7766	START	1609142080373	1609142080373
USER	publish	7767	START	1609142080373	1609142080373
REQUEST	7724		/message/publish	1609142080161	1609142080379	OK	 
USER	publish	7724	END	1609142080161	1609142080379
USER	publish	7769	START	1609142080380	1609142080380
USER	publish	7768	START	1609142080380	1609142080380
REQUEST	7732		/message/publish	1609142080203	1609142080388	OK	 
USER	publish	7732	END	1609142080201	1609142080388
USER	publish	7770	START	1609142080391	1609142080391
USER	publish	7771	START	1609142080391	1609142080391
REQUEST	7730		/message/publish	1609142080191	1609142080392	OK	 
USER	publish	7730	END	1609142080191	1609142080393
REQUEST	7723		/message/publish	1609142080152	1609142080396	OK	 
USER	publish	7723	END	1609142080152	1609142080397
USER	publish	7772	START	1609142080400	1609142080400
USER	publish	7773	START	1609142080400	1609142080400
REQUEST	7726		/message/publish	1609142080171	1609142080406	OK	 
USER	publish	7726	END	1609142080171	1609142080406
USER	publish	7775	START	1609142080410	1609142080410
USER	publish	7774	START	1609142080410	1609142080410
REQUEST	7735		/message/publish	1609142080212	1609142080417	OK	 
USER	publish	7735	END	1609142080211	1609142080418
USER	publish	7777	START	1609142080421	1609142080421
USER	publish	7776	START	1609142080421	1609142080421
USER	publish	7779	START	1609142080431	1609142080431
USER	publish	7778	START	1609142080431	1609142080431
REQUEST	7741		/message/publish	1609142080246	1609142080432	OK	 
USER	publish	7741	END	1609142080245	1609142080432
REQUEST	7740		/message/publish	1609142080246	1609142080440	OK	 
USER	publish	7781	START	1609142080440	1609142080440
USER	publish	7740	END	1609142080245	1609142080440
USER	publish	7780	START	1609142080440	1609142080440
REQUEST	7734		/message/publish	1609142080211	1609142080445	OK	 
USER	publish	7734	END	1609142080211	1609142080445
USER	publish	7782	START	1609142080450	1609142080450
USER	publish	7783	START	1609142080450	1609142080450
REQUEST	7743		/message/publish	1609142080253	1609142080456	OK	 
USER	publish	7743	END	1609142080252	1609142080456
REQUEST	7745		/message/publish	1609142080261	1609142080458	OK	 
USER	publish	7745	END	1609142080260	1609142080458
REQUEST	7744		/message/publish	1609142080261	1609142080460	OK	 
USER	publish	7744	END	1609142080260	1609142080460
USER	publish	7784	START	1609142080461	1609142080461
USER	publish	7785	START	1609142080461	1609142080461
USER	publish	7787	START	1609142080470	1609142080470
USER	publish	7786	START	1609142080470	1609142080470
USER	publish	7788	START	1609142080481	1609142080481
REQUEST	7747		/message/publish	1609142080271	1609142080482	OK	 
USER	publish	7789	START	1609142080486	1609142080486
REQUEST	7759		/message/publish	1609142080336	1609142080487	OK	 
USER	publish	7747	END	1609142080271	1609142080486
USER	publish	7759	END	1609142080335	1609142080487
REQUEST	7777		/message/publish	1609142080421	1609142080489	OK	 
REQUEST	7783		/message/publish	1609142080451	1609142080491	OK	 
USER	publish	7783	END	1609142080450	1609142080492
USER	publish	7790	START	1609142080492	1609142080492
USER	publish	7791	START	1609142080492	1609142080492
USER	publish	7777	END	1609142080421	1609142080493
USER	publish	7792	START	1609142080500	1609142080500
USER	publish	7793	START	1609142080500	1609142080500
REQUEST	7767		/message/publish	1609142080373	1609142080510	OK	 
REQUEST	7766		/message/publish	1609142080373	1609142080510	OK	 
USER	publish	7794	START	1609142080511	1609142080511
USER	publish	7795	START	1609142080511	1609142080511
USER	publish	7766	END	1609142080373	1609142080511
USER	publish	7767	END	1609142080373	1609142080511
REQUEST	7755		/message/publish	1609142080312	1609142080515	OK	 
USER	publish	7755	END	1609142080312	1609142080515
USER	publish	7796	START	1609142080522	1609142080522
USER	publish	7797	START	1609142080522	1609142080522
USER	publish	7798	START	1609142080530	1609142080530
USER	publish	7799	START	1609142080531	1609142080531
REQUEST	7785		/message/publish	1609142080461	1609142080538	OK	 
USER	publish	7785	END	1609142080461	1609142080539
USER	publish	7800	START	1609142080541	1609142080541
USER	publish	7801	START	1609142080541	1609142080541
REQUEST	7779		/message/publish	1609142080431	1609142080550	OK	 
USER	publish	7779	END	1609142080431	1609142080551
USER	publish	7802	START	1609142080551	1609142080551
USER	publish	7803	START	1609142080551	1609142080551
USER	publish	7804	START	1609142080560	1609142080560
USER	publish	7805	START	1609142080560	1609142080560
REQUEST	7753		/message/publish	1609142080302	1609142080561	OK	 
USER	publish	7753	END	1609142080302	1609142080561
REQUEST	7782		/message/publish	1609142080451	1609142080565	OK	 
USER	publish	7782	END	1609142080450	1609142080566
REQUEST	7754		/message/publish	1609142080314	1609142080570	OK	 
USER	publish	7806	START	1609142080570	1609142080570
USER	publish	7807	START	1609142080571	1609142080571
USER	publish	7754	END	1609142080312	1609142080570
REQUEST	7776		/message/publish	1609142080421	1609142080579	OK	 
USER	publish	7776	END	1609142080421	1609142080580
USER	publish	7809	START	1609142080581	1609142080581
USER	publish	7808	START	1609142080581	1609142080581
REQUEST	7760		/message/publish	1609142080343	1609142080581	OK	 
USER	publish	7760	END	1609142080342	1609142080582
REQUEST	7771		/message/publish	1609142080391	1609142080586	OK	 
USER	publish	7771	END	1609142080391	1609142080586
REQUEST	7780		/message/publish	1609142080440	1609142080589	OK	 
USER	publish	7780	END	1609142080440	1609142080589
USER	publish	7810	START	1609142080591	1609142080591
USER	publish	7811	START	1609142080591	1609142080591
REQUEST	7761		/message/publish	1609142080343	1609142080597	OK	 
USER	publish	7761	END	1609142080342	1609142080598
USER	publish	7812	START	1609142080600	1609142080600
USER	publish	7813	START	1609142080600	1609142080600
REQUEST	7768		/message/publish	1609142080380	1609142080604	OK	 
USER	publish	7768	END	1609142080380	1609142080604
USER	publish	7814	START	1609142080610	1609142080610
USER	publish	7815	START	1609142080610	1609142080610
REQUEST	7749		/message/publish	1609142080282	1609142080615	OK	 
USER	publish	7749	END	1609142080281	1609142080616
USER	publish	7816	START	1609142080621	1609142080621
USER	publish	7817	START	1609142080621	1609142080621
REQUEST	7751		/message/publish	1609142080295	1609142080622	OK	 
USER	publish	7751	END	1609142080294	1609142080622
REQUEST	7764		/message/publish	1609142080363	1609142080626	OK	 
USER	publish	7764	END	1609142080363	1609142080626
USER	publish	7819	START	1609142080631	1609142080631
USER	publish	7818	START	1609142080631	1609142080631
REQUEST	7750		/message/publish	1609142080295	1609142080632	OK	 
USER	publish	7750	END	1609142080293	1609142080632
REQUEST	7769		/message/publish	1609142080380	1609142080635	OK	 
USER	publish	7769	END	1609142080380	1609142080636
REQUEST	7762		/message/publish	1609142080352	1609142080638	OK	 
USER	publish	7762	END	1609142080351	1609142080638
USER	publish	7820	START	1609142080640	1609142080640
USER	publish	7821	START	1609142080640	1609142080640
REQUEST	7752		/message/publish	1609142080302	1609142080641	OK	 
USER	publish	7752	END	1609142080302	1609142080641
USER	publish	7823	START	1609142080650	1609142080650
USER	publish	7822	START	1609142080650	1609142080650
REQUEST	7763		/message/publish	1609142080352	1609142080657	OK	 
USER	publish	7763	END	1609142080351	1609142080657
REQUEST	7770		/message/publish	1609142080391	1609142080660	OK	 
USER	publish	7770	END	1609142080391	1609142080660
USER	publish	7824	START	1609142080661	1609142080661
USER	publish	7825	START	1609142080661	1609142080661
USER	publish	7827	START	1609142080671	1609142080671
USER	publish	7826	START	1609142080671	1609142080671
REQUEST	7748		/message/publish	1609142080281	1609142080676	OK	 
USER	publish	7748	END	1609142080281	1609142080676
USER	publish	7828	START	1609142080680	1609142080680
USER	publish	7829	START	1609142080680	1609142080680
REQUEST	7757		/message/publish	1609142080321	1609142080681	OK	 
USER	publish	7757	END	1609142080320	1609142080681
REQUEST	7758		/message/publish	1609142080337	1609142080685	OK	 
USER	publish	7758	END	1609142080335	1609142080685
REQUEST	7773		/message/publish	1609142080401	1609142080687	OK	 
USER	publish	7773	END	1609142080400	1609142080687
USER	publish	7830	START	1609142080690	1609142080690
USER	publish	7831	START	1609142080690	1609142080690
REQUEST	7778		/message/publish	1609142080431	1609142080698	OK	 
USER	publish	7778	END	1609142080431	1609142080699
USER	publish	7833	START	1609142080701	1609142080701
USER	publish	7832	START	1609142080700	1609142080700
REQUEST	7781		/message/publish	1609142080440	1609142080702	OK	 
USER	publish	7781	END	1609142080440	1609142080702
REQUEST	7784		/message/publish	1609142080461	1609142080710	OK	 
USER	publish	7834	START	1609142080711	1609142080711
USER	publish	7835	START	1609142080711	1609142080711
USER	publish	7784	END	1609142080461	1609142080712
REQUEST	7775		/message/publish	1609142080411	1609142080714	OK	 
USER	publish	7775	END	1609142080410	1609142080714
USER	publish	7836	START	1609142080720	1609142080720
USER	publish	7837	START	1609142080720	1609142080720
REQUEST	7765		/message/publish	1609142080363	1609142080725	OK	 
USER	publish	7765	END	1609142080363	1609142080725
REQUEST	7756		/message/publish	1609142080320	1609142080728	OK	 
USER	publish	7756	END	1609142080320	1609142080728
USER	publish	7839	START	1609142080731	1609142080731
USER	publish	7843	START	1609142080731	1609142080731
USER	publish	7838	START	1609142080730	1609142080730
REQUEST	7774		/message/publish	1609142080411	1609142080734	OK	 
USER	publish	7774	END	1609142080410	1609142080735
USER	publish	7840	START	1609142080741	1609142080741
USER	publish	7841	START	1609142080741	1609142080741
REQUEST	7772		/message/publish	1609142080400	1609142080747	OK	 
USER	publish	7772	END	1609142080400	1609142080747
USER	publish	7842	START	1609142080751	1609142080751
REQUEST	7746		/message/publish	1609142080271	1609142080753	OK	 
USER	publish	7746	END	1609142080270	1609142080753
USER	publish	7844	START	1609142080760	1609142080760
USER	publish	7845	START	1609142080760	1609142080760
REQUEST	7786		/message/publish	1609142080470	1609142080768	OK	 
USER	publish	7786	END	1609142080470	1609142080769
USER	publish	7846	START	1609142080770	1609142080770
USER	publish	7847	START	1609142080770	1609142080770
USER	publish	7849	START	1609142080781	1609142080781
USER	publish	7848	START	1609142080781	1609142080781
REQUEST	7788		/message/publish	1609142080481	1609142080782	OK	 
USER	publish	7788	END	1609142080481	1609142080782
REQUEST	7787		/message/publish	1609142080470	1609142080786	OK	 
USER	publish	7787	END	1609142080470	1609142080787
REQUEST	7847		/message/publish	1609142080770	1609142080790	OK	 
USER	publish	7847	END	1609142080770	1609142080790
USER	publish	7850	START	1609142080791	1609142080791
USER	publish	7851	START	1609142080791	1609142080791
REQUEST	7846		/message/publish	1609142080770	1609142080793	OK	 
USER	publish	7846	END	1609142080770	1609142080794
REQUEST	7849		/message/publish	1609142080781	1609142080798	OK	 
USER	publish	7849	END	1609142080781	1609142080798
REQUEST	7820		/message/publish	1609142080640	1609142080798	OK	 
USER	publish	7820	END	1609142080640	1609142080799
USER	publish	7852	START	1609142080800	1609142080800
USER	publish	7853	START	1609142080800	1609142080800
REQUEST	7799		/message/publish	1609142080531	1609142080802	OK	 
USER	publish	7799	END	1609142080531	1609142080803
REQUEST	7796		/message/publish	1609142080522	1609142080808	OK	 
USER	publish	7796	END	1609142080522	1609142080808
USER	publish	7854	START	1609142080810	1609142080810
USER	publish	7855	START	1609142080810	1609142080810
REQUEST	7827		/message/publish	1609142080671	1609142080815	OK	 
USER	publish	7827	END	1609142080671	1609142080815
REQUEST	7793		/message/publish	1609142080500	1609142080817	OK	 
USER	publish	7793	END	1609142080500	1609142080817
USER	publish	7856	START	1609142080820	1609142080820
USER	publish	7857	START	1609142080821	1609142080821
REQUEST	7841		/message/publish	1609142080741	1609142080827	OK	 
USER	publish	7841	END	1609142080741	1609142080827
USER	publish	7858	START	1609142080831	1609142080831
USER	publish	7859	START	1609142080831	1609142080831
REQUEST	7811		/message/publish	1609142080591	1609142080836	OK	 
USER	publish	7811	END	1609142080591	1609142080836
REQUEST	7831		/message/publish	1609142080691	1609142080839	OK	 
USER	publish	7831	END	1609142080690	1609142080839
USER	publish	7860	START	1609142080841	1609142080841
USER	publish	7861	START	1609142080841	1609142080841
REQUEST	7832		/message/publish	1609142080701	1609142080843	OK	 
USER	publish	7832	END	1609142080700	1609142080843
REQUEST	7837		/message/publish	1609142080720	1609142080848	OK	 
USER	publish	7837	END	1609142080720	1609142080848
USER	publish	7863	START	1609142080850	1609142080850
USER	publish	7862	START	1609142080850	1609142080850
REQUEST	7816		/message/publish	1609142080621	1609142080851	OK	 
USER	publish	7816	END	1609142080621	1609142080852
REQUEST	7797		/message/publish	1609142080522	1609142080855	OK	 
USER	publish	7797	END	1609142080522	1609142080855
USER	publish	7864	START	1609142080860	1609142080860
USER	publish	7865	START	1609142080861	1609142080861
REQUEST	7821		/message/publish	1609142080640	1609142080862	OK	 
USER	publish	7821	END	1609142080640	1609142080862
REQUEST	7843		/message/publish	1609142080731	1609142080867	OK	 
USER	publish	7843	END	1609142080731	1609142080867
USER	publish	7866	START	1609142080871	1609142080871
USER	publish	7867	START	1609142080871	1609142080871
REQUEST	7838		/message/publish	1609142080731	1609142080872	OK	 
USER	publish	7838	END	1609142080730	1609142080872
REQUEST	7828		/message/publish	1609142080680	1609142080879	OK	 
USER	publish	7828	END	1609142080680	1609142080880
USER	publish	7868	START	1609142080881	1609142080881
USER	publish	7869	START	1609142080881	1609142080881
REQUEST	7794		/message/publish	1609142080511	1609142080882	OK	 
USER	publish	7794	END	1609142080511	1609142080883
REQUEST	7803		/message/publish	1609142080551	1609142080887	OK	 
USER	publish	7803	END	1609142080551	1609142080887
REQUEST	7824		/message/publish	1609142080661	1609142080889	OK	 
USER	publish	7824	END	1609142080661	1609142080889
USER	publish	7870	START	1609142080890	1609142080890
USER	publish	7871	START	1609142080890	1609142080890
REQUEST	7808		/message/publish	1609142080581	1609142080892	OK	 
USER	publish	7808	END	1609142080581	1609142080892
REQUEST	7809		/message/publish	1609142080581	1609142080896	OK	 
USER	publish	7809	END	1609142080581	1609142080896
USER	publish	7872	START	1609142080900	1609142080900
USER	publish	7873	START	1609142080901	1609142080901
REQUEST	7829		/message/publish	1609142080680	1609142080905	OK	 
USER	publish	7829	END	1609142080680	1609142080905
REQUEST	7822		/message/publish	1609142080651	1609142080909	OK	 
USER	publish	7822	END	1609142080650	1609142080909
REQUEST	7833		/message/publish	1609142080701	1609142080909	OK	 
USER	publish	7833	END	1609142080701	1609142080909
USER	publish	7874	START	1609142080910	1609142080910
USER	publish	7875	START	1609142080911	1609142080911
